Linea_id,Casa,Cantidad_asignada,Costo_asignado,Metodo,Confianza,Justificacion
388,Casa 2,2.0,26902.66,Reconstrucción analítica,Media,Balance receta + etapa + fecha
521,Casa 2,1.0,12913.27,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
585,Casa 2,3.0,40353.99,Reconstrucción analítica,Media,Balance receta + etapa + fecha
585,Casa 3,3.0,40353.99,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1421,Casa 3,4.0,31185.84,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1838,Casa 4,4.0,36849.56,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2004,Casa 4,3.0,28436.28,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
65,Casa 1,4.0,18689.76,Reconstrucción analítica,Media,Balance receta + etapa + fecha
184,Casa 1,1.25,2660.4,Reconstrucción analítica,Media,Balance receta + etapa + fecha
184,Casa 2,2.5,5320.8,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
184,Casa 4,0.25,532.08,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
185,Casa 2,2.75,9795.3625,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
185,Casa 3,5.25,18700.2375,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
383,Casa 4,5.0,23893.800000000003,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
66,Casa 1,60.0,88740.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
76,Casa 1,40.0,141920.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
109,Casa 1,60.0,67539.6,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
110,Casa 1,25.0,41841.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
151,Casa 1,15.0,94500.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
167,Casa 2,8.0,26407.12,Reconstrucción analítica,Media,Balance receta + etapa + fecha
170,Casa 1,13.0,20707.960000000003,Reconstrucción analítica,Media,Balance receta + etapa + fecha
170,Casa 2,7.0,11150.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha
174,Casa 2,15.0,94513.35,Reconstrucción analítica,Media,Balance receta + etapa + fecha
177,Casa 2,84.0,123026.4,Reconstrucción analítica,Media,Balance receta + etapa + fecha
178,Casa 2,14.0,66159.23999999999,Reconstrucción analítica,Media,Balance receta + etapa + fecha
188,Casa 2,25.0,39823.0,Reconstrucción analítica,Media,Balance receta + etapa + fecha
195,Casa 2,10.0,47256.6,Reconstrucción analítica,Media,Balance receta + etapa + fecha
196,Casa 2,7.0,11150.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha
255,Casa 2,5.0,8407.1,Reconstrucción analítica,Media,Balance receta + etapa + fecha
328,Casa 2,10.0,16814.2,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
329,Casa 2,10.0,66371.7,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
412,Casa 2,18.0,30265.56,Reconstrucción analítica,Media,Balance receta + etapa + fecha
412,Casa 3,22.0,36991.240000000005,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
413,Casa 3,120.0,116283.59999999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
414,Casa 3,30.0,199115.1,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
496,Casa 3,8.0,53097.36,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
691,Casa 4,40.0,23008.800000000003,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1111,Casa 3,4.0,13716.8,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1123,Casa 3,4.0,13716.8,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1167,Casa 3,20.0,107451.4,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1168,Casa 3,5.0,6734.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1168,Casa 4,25.0,33672.5,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1179,Casa 4,25.0,134314.25,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1185,Casa 4,15.0,20176.95,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1566,Casa 4,15.0,20203.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1729,Casa 4,40.0,51147.200000000004,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1742,Casa 4,25.0,135279.75,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1765,Casa 4,10.0,12787.6,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1766,Casa 4,18.0,97407.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
67,Casa 1,23.0,17123.73,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
108,Casa 1,250.0,7062.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
186,Casa 1,23.0,18216.92,Reconstrucción analítica,Media,Balance receta + etapa + fecha
187,Casa 1,250.0,9292.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
209,Casa 1,250.0,9292.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
252,Casa 1,79.25,2945.7225,Reconstrucción analítica,Media,Balance receta + etapa + fecha
252,Casa 2,75.25,2797.0425,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
252,Casa 3,345.5,12842.234999999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
327,Casa 2,500.0,18585.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
332,Casa 2,200.0,5310.0,Reconstrucción analítica,Media,Balance receta + etapa + fecha
354,Casa 2,100.0,2655.0,Reconstrucción analítica,Media,Balance receta + etapa + fecha
416,Casa 4,100.0,2301.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
441,Casa 3,23.0,18216.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
442,Casa 3,256.75,9543.3975,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
442,Casa 4,243.25,9041.602499999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
482,Casa 3,250.0,9292.5,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
508,Casa 4,400.0,9204.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
581,Casa 4,100.0,2301.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
674,Casa 4,2.0,1415.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1117,Casa 4,2.0,12769.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1131,Casa 4,2.0,12769.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1170,Casa 4,1.0,18282.3,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1210,Casa 4,1.0,269.91,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1212,Casa 4,2.0,539.82,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1456,Casa 4,1.0,6463.72,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1545,Casa 4,1.0,6463.72,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1549,Casa 4,2.0,1996.46,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1555,Casa 4,1.0,6463.72,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1559,Casa 4,2.0,1996.46,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1577,Casa 4,3.0,6387.599999999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1683,Casa 4,1.0,18282.3,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1684,Casa 4,2.0,12927.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1885,Casa 4,1.0,6463.72,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1886,Casa 4,5.0,4991.15,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1927,Casa 4,1.0,1519.47,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2143,Casa 4,2.0,2881.42,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
68,Casa 1,25.0,30854.000000000004,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
70,Casa 1,1.0,739.82,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
259,Casa 1,6.0,10353.960000000001,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
342,Casa 1,10.0,4823.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
349,Casa 1,2.0,876.1,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
350,Casa 1,2.0,876.1,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
356,Casa 1,1.0,438.05,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
401,Casa 1,4.0,1752.2,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
406,Casa 1,3.0,1314.15,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
417,Casa 1,1.0,482.3,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
419,Casa 1,2.0,876.1,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
428,Casa 1,1.0,482.3,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
478,Casa 1,1.0,438.05,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
509,Casa 1,6.0,2628.3,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
510,Casa 1,6.0,2628.3,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
524,Casa 1,10.0,4380.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
635,Casa 1,1.0,3008.85,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
667,Casa 1,1.0,530.97,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
673,Casa 1,7.0,247.79999999999998,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
673,Casa 2,3.0,106.2,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
692,Casa 2,15.0,464.55,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
692,Casa 3,115.0,3561.5499999999997,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
697,Casa 2,10.0,121.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
698,Casa 2,10.0,70.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
742,Casa 2,28.0,22053.08,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
758,Casa 1,9.0,8354.880000000001,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
790,Casa 2,7.0,3450.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
963,Casa 2,3.0,1324.77,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
984,Casa 2,2.0,800.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1005,Casa 2,1.0,492.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1015,Casa 2,1.0,365.49,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1021,Casa 2,1.0,400.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1046,Casa 2,5.0,4473.450000000001,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1077,Casa 2,3.0,1478.76,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1081,Casa 2,1.0,492.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1108,Casa 2,3.0,496.47,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1233,Casa 2,2.0,810.62,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1287,Casa 2,2.0,895.58,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1312,Casa 2,1.0,439.82,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1336,Casa 2,1.0,406.19,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1516,Casa 3,2.0,812.38,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1517,Casa 3,2.0,897.34,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1521,Casa 3,2.0,1001.76,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1574,Casa 3,2.0,3077.88,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1712,Casa 3,2.0,325.66,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1924,Casa 3,1.0,1517.7,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1962,Casa 3,1.0,96.46,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1997,Casa 3,2.0,192.92,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2066,Casa 3,5.0,2504.4,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2076,Casa 3,1.0,167.26,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2081,Casa 3,33.0,25377.989999999998,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2103,Casa 3,2.0,1465.48,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2118,Casa 3,5.0,2243.35,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2121,Casa 3,1.0,732.74,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2154,Casa 3,3.0,1502.6399999999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2156,Casa 3,2.0,1465.48,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2163,Casa 3,4.0,707.68,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2164,Casa 3,4.0,701.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2171,Casa 3,2.0,1509.74,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2224,Casa 3,4.0,1336.32,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2325,Casa 3,2.0,18150.44,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2326,Casa 3,2.0,18150.44,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2338,Casa 1,100.0,7273.999999999999,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2339,Casa 2,100.0,16974.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2346,Casa 1,50.0,3622.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2347,Casa 1,50.0,6035.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2349,Casa 2,50.0,3812.5,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2350,Casa 2,50.0,6354.0,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2354,Casa 3,50.0,3562.5,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
2355,Casa 3,50.0,5937.5,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
69,Casa 1,24.999999999999993,110508.74999999997,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
257,Casa 1,2.0,12442.48,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
258,Casa 1,17.0,142920.36,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
274,Casa 1,1.0,6327.43,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
307,Casa 1,1.0,4203.54,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
475,Casa 2,2.0,12442.48,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
476,Casa 1,15.666666666666671,149387.93333333338,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
476,Casa 2,4.333333333333329,41320.06666666662,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
480,Casa 2,7.0,20163.710000000003,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
481,Casa 2,5.0,8495.599999999999,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
623,Casa 2,8.0,10895.6,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
624,Casa 2,5.0,8240.7,Reconstrucción analítica,Alta,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
920,Casa 2,12.0,14548.68,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1254,Casa 2,3.0,4632.75,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1258,Casa 2,4.0,4849.56,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1450,Casa 2,11.333333333333336,86955.79333333335,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1450,Casa 3,4.666666666666664,35805.326666666646,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1479,Casa 3,8.0,18456.64,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1480,Casa 3,8.0,9699.12,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1481,Casa 3,3.0,30562.83,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1656,Casa 3,1.0,3840.71,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1803,Casa 3,4.0,4941.6,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1881,Casa 3,25.0,254955.75,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
1939,Casa 3,8.0,9883.2,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: policarbonato pendiente
71,Casa 1,0.25,51.99,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
71,Casa 2,0.25,51.99,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
71,Casa 3,0.25,51.99,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
71,Casa 4,0.25,51.99,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
72,Casa 1,1.0,2510.71,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
74,Casa 1,1.0,39460.18,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
853,Casa 1,0.6666666666666665,31238.939999999995,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
853,Casa 2,2.3333333333333335,109336.29000000001,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
1858,Casa 2,0.33333333333333304,13841.59333333332,Reconstrucción analítica,Baja,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
1858,Casa 3,2.666666666666667,110732.74666666667,Reconstrucción analítica,Media,Balance receta + etapa + fecha; Casa 4 excluida: piso/sanitarios pendiente
73,Casa 1,0.5,2124.78,Reconstrucción analítica,Media,Balance receta + etapa + fecha
73,Casa 2,0.5,2124.78,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1737,Casa 3,0.5,1950.44,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1737,Casa 4,0.5,1950.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha
75,Casa 1,33.25,20597.377500000002,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
75,Casa 2,33.25,20597.377500000002,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
75,Casa 3,13.5,8362.845000000001,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1355,Casa 3,3.0,2739.81,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
1572,Casa 3,16.75,15297.272500000001,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1572,Casa 4,33.25,30366.2275,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
77,Casa 1,1.0,0.01,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
103,Casa 1,0.25,0.0025,Reconstrucción analítica,Media,Balance receta + etapa + fecha
103,Casa 2,0.75,0.0075,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
124,Casa 1,1.0,0.01,Reconstrucción analítica,Media,Balance receta + etapa + fecha
164,Casa 1,1.0,34336.28,Reconstrucción analítica,Media,Balance receta + etapa + fecha
299,Casa 2,1.0,34336.28,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
390,Casa 2,1.0,33982.3,Reconstrucción analítica,Media,Balance receta + etapa + fecha
425,Casa 2,0.5,18982.3,Reconstrucción analítica,Media,Balance receta + etapa + fecha
425,Casa 4,0.5,18982.3,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
514,Casa 3,1.0,11681.42,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
598,Casa 3,1.0,34336.28,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
607,Casa 3,0.25,2411.505,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
607,Casa 4,0.75,7234.515,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
615,Casa 4,1.0,37964.6,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
648,Casa 3,1.0,17168.14,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
778,Casa 4,1.0,21942.48,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
78,Casa 1,2.0,1927.44,Reconstrucción analítica,Media,Balance receta + etapa + fecha
81,Casa 1,3.0,1720.3500000000001,Reconstrucción analítica,Media,Balance receta + etapa + fecha
619,Casa 1,3.0,4880.04,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
620,Casa 1,0.5,500.2200000000001,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
620,Casa 2,9.5,9504.18,Reconstrucción analítica,Media,Balance receta + etapa + fecha
630,Casa 1,1.0,1508.85,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
903,Casa 1,1.0,1678.76,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
980,Casa 2,1.0,2118.58,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
995,Casa 3,2.0,1384.08,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1004,Casa 3,2.0,1384.08,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1011,Casa 3,2.0,577.0,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1022,Casa 3,1.0,2118.58,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1093,Casa 3,3.0,5030.97,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1285,Casa 3,0.5,1057.965,Reconstrucción analítica,Media,Balance receta + etapa + fecha
1285,Casa 4,0.5,1057.965,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
1855,Casa 4,4.0,15175.24,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2104,Casa 4,1.0,1604.42,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2107,Casa 4,1.0,1604.42,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2178,Casa 4,1.0,29800.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2194,Casa 4,2.0,4177.0,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
2203,Casa 4,1.0,1604.42,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
82,Casa 1,0.75,325.22249999999997,Reconstrucción analítica,Media,Balance receta + etapa + fecha
82,Casa 2,0.75,325.22249999999997,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
82,Casa 3,0.75,325.22249999999997,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
82,Casa 4,0.75,325.22249999999997,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
83,Casa 1,3.0,4054.5,Reconstrucción analítica,Media,Balance receta + etapa + fecha
125,Casa 1,1.0,27871.68,Reconstrucción analítica,Media,Balance receta + etapa + fecha
260,Casa 1,1.0,27292.04,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
273,Casa 1,1.0,23283.19,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
303,Casa 1,0.75,11415.93,Reconstrucción analítica,Media,Balance receta + etapa + fecha
303,Casa 2,0.25,3805.31,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
427,Casa 2,4.0,7769.92,Reconstrucción analítica,Media,Balance receta + etapa + fecha
518,Casa 2,1.0,25482.48,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
642,Casa 3,1.0,1469.03,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
731,Casa 2,2.5,3909.3,Reconstrucción analítica,Media,Balance receta + etapa + fecha
731,Casa 3,1.5,2345.58,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
732,Casa 3,3.0,12326.550000000001,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
2045,Casa 3,2.25,2811.5099999999998,Reconstrucción analítica,Baja,Balance receta + etapa + fecha
2045,Casa 4,1.75,2186.73,Reconstrucción analítica,Media,Balance receta + etapa + fecha
2046,Casa 4,5.0,10044.25,Reconstrucción analítica,Alta,Balance receta + etapa + fecha
