Proveedor,Factura,Fecha,Descripcion_original,Cantidad,Precio_unitario,Total_linea,PDF_fuente,Linea_id,Material_homologado,Familia,Tipo_registro,Presentacion,Etapas_aplicables,Relevancia,Confianza_homologacion,Casa3_regla_23mar,Kg_por_unidad,Precio_por_kg
ALMACENES EL REY LTDA.,2000068010000077113,2025-12-04,CHUPON PLASTICO P/BE,1.0,2212.39,2212.39,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077113189930818.pdf,1,Chupon Plastico P/Be,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000077113,2025-12-04,CHIS WIS PRO ORIGINA,1.0,530.97,530.97,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077113189930818.pdf,2,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000077113,2025-12-04,CHUPETA PLASTICA C/T,1.0,840.71,840.71,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077113189930818.pdf,3,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000077113,2025-12-04,CHUPETA ANATOMICO ES,1.0,840.71,840.71,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077113189930818.pdf,4,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000077113,2025-12-04,BATIDORA MANUAL 200W,1.0,9646.02,9646.02,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077113189930818.pdf,5,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000077117,2025-12-04,PELUCHE SONIC THE HE,1.0,6238.94,6238.94,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077117134957079.pdf,6,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000077117,2025-12-04,CUBO RUBIKS 5.5CM SU,1.0,442.48,442.48,Almaceneselrey/2025-12-04_50604122500310261532902000068010000077117134957079.pdf,7,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,SHAMPOO P/AUTOS C/CE,1.0,3008.85,3008.85,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,8,Shampoo P/Autos C/Ce,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,ESPONJA P/LAVADO AUT,1.0,884.96,884.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,9,Esponja P/Lavado Aut,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,ESPONJA P/LAVADO AUT,1.0,884.96,884.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,10,Esponja P/Lavado Aut,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,PLACA ACERO P/TOMA 3,1.0,1084.07,1084.07,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,11,Interruptor / toma / caja eléctrica,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,PLACA ACERO P/TOMA 3,1.0,1084.07,1084.07,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,12,Interruptor / toma / caja eléctrica,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,PLACA ACERO P/TOMA 3,1.0,1084.07,1084.07,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,13,Interruptor / toma / caja eléctrica,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,LIMPIADOR PARABRISAS,1.0,4247.79,4247.79,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,14,Limpiador Parabrisas,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,BROCHA CERDA NATURAL,1.0,707.96,707.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,15,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,TAPE ELECTRICO 19MMX,1.0,884.96,884.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,16,Cinta eléctrica,Electricidad,Consumible de obra,Unidad,Instalación eléctrica,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,TAPE ELECTRICO 19MMX,1.0,884.96,884.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,17,Cinta eléctrica,Electricidad,Consumible de obra,Unidad,Instalación eléctrica,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,LLAVE METAL P/JARDIN,1.0,2278.76,2278.76,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,18,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,MANGUERA FLEXIBLE 1/,1.0,1061.95,1061.95,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,19,Manguera / abasto flexible,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,BROCHA CERDA NATURAL,1.0,707.96,707.96,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,20,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,MANGUERA FLEXIBLE 1/,1.0,1061.95,1061.95,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,21,Manguera / abasto flexible,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,MANGUERA FLEXIBLE 1/,1.0,1061.95,1061.95,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,22,Manguera / abasto flexible,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000078070,2025-12-08,MANGUERA FLEXIBLE 1/,1.0,1061.95,1061.95,Almaceneselrey/2025-12-08_50608122500310261532902000068010000078070308225492.pdf,23,Manguera / abasto flexible,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,CAJA PLASTICA LISA 1,1.0,398.23,398.23,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,24,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,CAJA CARTON KRAFT RE,1.0,265.49,265.49,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,25,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,SET PAYASO TIRANTES,1.0,2632.74,2632.74,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,26,Set Payaso Tirantes,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,BOLSA PLAST DESECHO,1.0,1305.31,1305.31,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,27,Bolsa Plast Desecho,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,BOLSA REUTILIZABLE 3,1.0,132.74,132.74,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,28,Bolsa Reutilizable 3,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,CAJA MADERA TIPO REJ,1.0,1460.18,1460.18,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,29,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,CAJA CARTON RECTANGU,1.0,884.96,884.96,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,30,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,JARRA VIDRIO 205ML T,1.0,398.23,398.23,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,31,Vidrio / espejo,Vidrios,Material permanente,Unidad,Cerramientos|Baños,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,JARRA VIDRIO 205ML T,1.0,398.23,398.23,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,32,Vidrio / espejo,Vidrios,Material permanente,Unidad,Cerramientos|Baños,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,JARRA VIDRIO 205ML T,1.0,398.23,398.23,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,33,Vidrio / espejo,Vidrios,Material permanente,Unidad,Cerramientos|Baños,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,JARRA VIDRIO 205ML T,1.0,398.23,398.23,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,34,Vidrio / espejo,Vidrios,Material permanente,Unidad,Cerramientos|Baños,3,Alta,No,,
ALMACENES EL REY LTDA.,2000068010000112685,2026-07-02,BEBIDA SMART ALOE VE,1.0,907.08,907.08,Almaceneselrey/2026-07-02_50602072600310261532902000068010000112685125690495.pdf,35,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000071424,2025-07-18,ACRILICO PREPARADO PASTEL 1/4 N - Ref:,1.0,18701.0,18701.0,Color Centro Bel#U00e9n Ltda/2025-07-18_FE-50618072500310209001300100001010000071424112870000.pdf,36,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000072262,2025-08-22,ACRILICO PREPARADO PASTEL 1/4 N,1.0,18701.0,18701.0,Color Centro Bel#U00e9n Ltda/2025-08-22_FE-50622082500310209001300100001010000072262117787000.pdf,37,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000072810,2025-09-16,ACRILICO PREPARADO PASTEL 1/4 N,1.0,18700.0,18700.0,Color Centro Bel#U00e9n Ltda/2025-09-16_FE-50616092500310209001300100001010000072810177440000.pdf,38,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000072812,2025-09-16,OSA LIJA PARA AGUA PLIEGO #100,10.0,565.0,5650.0,Color Centro Bel#U00e9n Ltda/2025-09-16_FE-50616092500310209001300100001010000072812152800000.pdf,39,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000073148,2025-09-29,"FASAUTO MASKING VERDE 3/4"" X 50m",5.0,1600.0,8000.0,Color Centro Bel#U00e9n Ltda/2025-09-29_FE-50629092500310209001300100001010000073148126796000.pdf,40,Cinta masking,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000073230,2025-10-01,"HYSTIK MASKING TAPE #799 1 1/2"" X 30M",5.0,1800.0,9000.0,Color Centro Bel#U00e9n Ltda/2025-10-01_FE-50601102500310209001300100001010000073230198670000.pdf,41,Cinta masking,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000073808,2025-10-24,ACRILICO PREPARADO PASTEL 1/4 N,1.0,18700.5,18700.5,Color Centro Bel#U00e9n Ltda/2025-10-24_FE-50624102500310209001300100001010000073808155000000.pdf,42,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,ACRILICO PREPARADO PASTEL 1/4 N,1.0,18700.0,18700.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,43,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,SUR SELLADOR SUPER CONCENTRADO 1/4,1.0,6450.0,6450.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,44,Adhesivo / sellador (genérico),Adhesivos y selladores,Consumible de obra,Unidad,Acabados,4,Media,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,OSA LIJA PARA AGUA PLIEGO #100,2.0,565.0,1130.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,45,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,"SPARK MASKING AMARILLO 2""",2.0,4800.0,9600.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,46,Cinta masking,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,MALCO TRU-GRIT POLISH REENVASADO,1.0,6000.0,6000.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,47,Malco Tru-Grit Polish Reenvasado,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
COLOR CENTRO BELEN LTDA.,100001010000075403,2025-12-26,FRANELA BLANCA METRO,1.0,2950.0,2950.0,Color Centro Bel#U00e9n Ltda/2025-12-26_FE-50626122500310209001300100001010000075403130960000.pdf,48,Franela Blanca Metro,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
COLOR CENTRO BELEN LTDA.,100001010000077570,2026-03-19,OSA LIJA PARA AGUA PLIEGO #150,8.0,530.0,4240.0,Color Centro Bel#U00e9n Ltda/2026-03-19_FE-50619032600310209001300100001010000077570171280000.pdf,49,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000079523,2026-06-09,SUR APAREJO UNIVERSAL BLANCO 1/4,2.0,8192.7,16385.4,Color Centro Bel#U00e9n Ltda/2026-06-09_FE-50609062600310209001300100001010000079523114880000.pdf,50,Anticorrosivo,Pintura,Material permanente,Unidad,Estructura metálica|Pintura,3,Alta,No,,
COLOR CENTRO BELEN LTDA.,100001010000080022,2026-06-29,ACRILICO PREPARADO PASTEL 1/2 GLN N,1.0,37000.0,37000.0,Color Centro Bel#U00e9n Ltda/2026-06-29_FE-50629062600310209001300100001010000080022117225000.pdf,51,Acrílico / sellador,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,PVC CODO SANITARIO DELGADO 100MM X 45° (NACIONAL),4.0,3798.0,15192.0,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,52,Accesorio PVC sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"LLAVE CONTROL ESCUADRA 1/4 VUELTA 1/2 X 1/2"" IP-120 COFLEX",2.0,4592.12,9184.24,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,53,Llave / válvula hidráulica,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"BISAGRA 3 X 3"" DORADA CON TORN S081-100 STANLEY (NATIONAL)",2.0,2207.08,4414.16,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,54,Cerrajería,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"CINTA TEFLON 3/4"" X 7MTS CTF-3/4 TRUPER",1.0,275.82,275.82,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,55,Cinta teflón,Plomería,Consumible de obra,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"LLAVE CHORRO 1/2"" V79-110DH P.P.",2.0,5594.04,11188.08,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,56,Llave / válvula hidráulica,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,CARRETILLO VERDE P/ CONSTRUCCION RUEDA HULE 65L ESPARTACO,2.0,38896.46,77792.92,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,57,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Envase 65 L,No incorporado,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,PALA CARRILERA TRUPER PUÑO MADERA CLASICA PRY U,4.0,8339.33,33357.32,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,58,Pala / pico,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"PVC ADAPTADOR HEMBRA PRESION SCH-40 12MM - 1/2"" (NACIONAL)",5.0,215.28,1076.4,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,59,PVC presión SCH40 1/2 in x 6 m,Plomería potable,Material permanente,Unidad,Agua potable,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"PVC ADAPTADOR MACHO PRESION SCH-40 12MM - 1/2"" (NACIONAL)",5.0,135.55,677.75,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,60,PVC presión SCH40 1/2 in x 6 m,Plomería potable,Material permanente,Unidad,Agua potable,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,PVC CODO LISO PRESION SCH-40 12MM X 90° (NACIONAL),5.0,167.44,837.2,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,61,Accesorio PVC/CPVC,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"PVC TUBO PRESION SCH-40 1/2""- 12MM X 6MTS (NACIONAL)",5.0,4392.0,21960.0,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,62,PVC presión SCH40 1/2 in x 6 m,Plomería potable,Material permanente,Pieza 6 m,Agua potable,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,PEGAMENTO PVC RESISTE EL AGUA 1/4 WET DRY SM248-5 LANCO,1.0,13365.27,13365.27,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,63,Pegamento PVC,Plomería,Consumible de obra,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"PVC TUBO SANITARIO DELGADO SDR-50 4""- 100MM X 6MTS(NACIONAL)",1.0,13618.0,13618.0,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,64,PVC sanitario 4 in x 6 m,Plomería sanitaria,Material permanente,Pieza 6 m,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,TUBO IND.RECT. 50X25 1.20MMX6MTS,4.0,4672.44,18689.76,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,65,Tubo industrial metálico,Estructura metálica,Material permanente,Pieza 6 m,Estructura|Carpintería metálica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,SEMIDURO REGLA SIN CEPILLO 25 X 75 MM 4VRAS,60.0,1479.0,88740.0,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,66,Semiduro madera,Madera,Consumible de obra,Unidad,Formaleta|Carpintería,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,CLAVO CORRIENTE C/CABEZA 2 1/2 65MM,23.0,744.51,17123.73,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,67,Clavo,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"TORNILLO TECHO PUNTA CORRIENTE GALVA 1/4 X 2 1/2"" BLT 12UND",25.0,1234.16,30854.000000000004,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,68,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,H.G OND. (#28) 0.30MM 0.81X3.66 COMERCIAL,25.0,4420.35,110508.75000000001,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,69,Lámina techo ondulada #28,Cubierta y techo,Material permanente,Unidad,Cubierta,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"TORNILLO METAL CILINDRICO 10 X 2"" BLISTER 10UND",1.0,739.82,739.82,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,70,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,ESPANDER PLASTICO #8 BLISTER 10UND,1.0,207.96,207.96,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,71,Espander Plastico #8 Blister 10Und,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,TUBO ABASTO P/INODORO METAL FLEX. 1/2X7/8X40CM #EAS-E40 COFL,1.0,2510.71,2510.71,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,72,Inodoro,Sanitarios,Material permanente,Unidad,Aparatos sanitarios,3,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,"BRIDA FLEXIBLE CORTA 4""- 100MM 2-PB-200 COFLEX",1.0,4249.56,4249.56,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,73,Brida / flange sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,INODORO ECOLINE BLANCO DESC/SENC 5L 1903123020 INCESA,1.0,39460.18,39460.18,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,74,Inodoro,Sanitarios,Material permanente,Envase 5 L,Aparatos sanitarios,3,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,MALLA SARAN 80% X 2MTS ANCHO NEGRO X METRO LINEAL,80.0,619.47,49557.600000000006,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,75,Malla sarán,Protección de obra,Consumible de obra,Unidad,Obra gris,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,SEMIDURO ALFAJILLA SIN CEPILLO 50 X 75MM 4VRAS,40.0,3548.0,141920.0,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,76,Semiduro madera,Madera,Consumible de obra,Unidad,Formaleta|Carpintería,4,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039581,2025-01-03,SERVICIO TRANSPORTE,1.0,0.01,0.01,Ellagar/2025-01-03_FE_50603012500310130324802700019010000039581128653193.pdf,77,Transporte / flete,Servicios,Servicio,Unidad,Logística,5,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,ENCHUFE 15A 125V #1709 POLARIZADO EAGLE,2.0,963.72,1927.44,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,78,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,TOMA EXTENSION 15A 125V #222 POLARIZADO C/GAZA EAGLE,2.0,1266.37,2532.74,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,79,Interruptor / toma / caja eléctrica,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,TOMA DOBLE D/PARCHE #77-W BLANCO /77-V MARFIL 125V 15A EAGLE,2.0,796.46,1592.92,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,80,Interruptor / toma / caja eléctrica,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,APAGADOR D/PARCHE #10150V o W 10A 125V EAGLE,3.0,573.45,1720.3500000000001,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,81,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,BOMBILLO OPACO CORRIENTE 100W 125V P17556 SYLVANIA,3.0,433.63,1300.8899999999999,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,82,Bombillo Opaco Corriente 100W 125V P17556 Sylvania,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,BT PLAFON E27 100W SUPERFICIAL BLANCO OVAL P21W,3.0,1351.5,4054.5,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,83,Luminaria empotrable,Electricidad,Material permanente,Unidad,Iluminación,2,Alta,No,,
CORPORACION COMERCIAL EL LAGAR,2700019010000039713,2025-01-06,VARILLA COOPER WELL 5/8 C/CONECTOR 1.50MTS U,2.0,8874.34,17748.68,Ellagar/2025-01-06_FE_50606012500310130324802700019010000039713165284599.pdf,84,Varilla refuerzo,Acero refuerzo,Material permanente,Pieza x 6 m,Cimentación|Estructura,1,Alta,No,,
