Proveedor,Factura,Fecha,Descripcion_original,Cantidad,Precio_unitario,Total_linea,PDF_fuente,Linea_id,Material_homologado,Familia,Tipo_registro,Presentacion,Etapas_aplicables,Relevancia,Confianza_homologacion,Casa3_regla_23mar,Kg_por_unidad,Precio_por_kg
FERRETERIA EPA S.A.,400055010000064942,2026-03-10,Lija agua #180 9x1,3.0,148.67,446.01,Comprobante_Electronico_3101354271_00400055010000064942.PDF,1625,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000064942,2026-03-10,Lija agua 100 3m,5.0,334.51,1672.55,Comprobante_Electronico_3101354271_00400055010000064942.PDF,1626,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000064942,2026-03-10,Lija agua 150 3m,5.0,288.5,1442.5,Comprobante_Electronico_3101354271_00400055010000064942.PDF,1627,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000064957,2026-03-10,3000 deep mate 1/4,1.0,3289.38,3289.38,Comprobante_Electronico_3101354271_00400055010000064957.PDF,1628,Pintura / laca / tinte,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000064957,2026-03-10,Revestimiento int,2.0,3684.07,7368.14,Comprobante_Electronico_3101354271_00400055010000064957.PDF,1629,Revestimiento,Pintura y revestimientos,Material permanente,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000064957,2026-03-10,Sellador 522 blnco,1.0,54424.78,54424.78,Comprobante_Electronico_3101354271_00400055010000064957.PDF,1630,Sellador concreto,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,Mrco flpa 5hil 9,1.0,1448.67,1448.67,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1631,Mrco Flpa 5Hil 9,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,"4pack brochas 3""",1.0,4687.61,4687.61,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1632,Consumible / herramienta de obra,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Media,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,Felpa antigot 9x1/,1.0,1461.06,1461.06,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1633,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,Pistola de pintar,1.0,22079.65,22079.65,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1634,Herramienta eléctrica,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,"Scotch azul 2""x60m",1.0,5291.15,5291.15,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1635,Cinta masking,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000032609,2026-03-11,Revestimiento int,5.0,3684.07,18420.350000000002,Comprobante_Electronico_3101354271_00500042010000032609.PDF,1636,Revestimiento,Pintura y revestimientos,Material permanente,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,500042010000032610,2026-03-11,Revestimiento int,5.0,3684.07,18420.350000000002,Comprobante_Electronico_3101354271_00500042010000032610.PDF,1637,Revestimiento,Pintura y revestimientos,Material permanente,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,"Tubo cpvc 1/2"" 3m",1.0,2300.88,2300.88,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1638,CPVC 1/2 in x 6 m,Plomería agua caliente,Material permanente,Pieza 3 m,Agua caliente,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Aparejo univers 1/,1.0,4686.73,4686.73,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1639,Anticorrosivo,Pintura,Material permanente,Unidad,Estructura metálica|Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Aguarras odorles 1,1.0,1785.84,1785.84,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1640,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,T segundari 61cm,4.0,283.19,1132.76,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1641,T Segundari 61Cm,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,T secundari 122cm,4.0,557.52,2230.08,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1642,T Secundari 122Cm,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Extension 1.6 a 3m,1.0,4522.12,4522.12,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1643,Extension 1.6 A 3M,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,"Brocha 2-1/2"" basi",1.0,1412.39,1412.39,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1644,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Thinner premium 1,1.0,5912.39,5912.39,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1645,Thinner / diluyente,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Lija #320 9x11,1.0,281.42,281.42,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1646,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Lija madera 150 3m,1.0,210.62,210.62,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1647,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Lija mader #120 9x,1.0,141.59,141.59,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1648,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Pasta gypsum 5gal,1.0,14477.88,14477.88,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1649,Pasta / masilla gypsum,Gypsum y liviano,Material permanente,Envase 5 gal,Cielos y divisiones,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065077,2026-03-12,Fuze verd zero 500,1.0,615.04,615.04,Comprobante_Electronico_3101354271_00400055010000065077.PDF,1650,Fuze Verd Zero 500,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Maxima deep 1g mt,1.0,15369.03,15369.03,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1651,Pintura Sur / Lanco,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Sop int alto cauda,8.0,652.21,5217.68,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1652,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Espejo punto ciego,1.0,872.57,872.57,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1653,Vidrio / espejo,Vidrios,Material permanente,Unidad,Cerramientos|Baños,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Union exp alto cau,1.0,3267.26,3267.26,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1654,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Bateria litio 2032,1.0,1308.85,1308.85,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1655,Bateria Litio 2032,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065133,2026-03-13,Metalum #28 81x183,1.0,3840.71,3840.71,Comprobante_Electronico_3101354271_00400055010000065133.PDF,1656,Lámina techo ondulada #28,Cubierta y techo,Material permanente,Unidad,Cubierta,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,Furring 366 0.32,2.0,610.62,1221.24,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1657,Perfil gypsum furring,Gypsum y liviano,Material permanente,Unidad,Cielos y divisiones,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,"Cinta durok 4"" 150",1.0,2331.86,2331.86,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1658,Consumible / herramienta de obra,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Media,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,"Bis neg 31/2"" 2mm2",3.0,1869.03,5607.09,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1659,Bisagra,Puertas y cerraduras,Material permanente,Unidad,Puertas|Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,Tc plana 3 16x2 3,2.0,610.62,1221.24,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1660,Tc Plana 3 16X2 3,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,Cinta papel 2x250f,1.0,1096.46,1096.46,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1661,Consumible / herramienta de obra,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Media,No,,
FERRETERIA EPA S.A.,400055010000065205,2026-03-16,Revestimiento int,8.0,3684.07,29472.56,Comprobante_Electronico_3101354271_00400055010000065205.PDF,1662,Revestimiento,Pintura y revestimientos,Material permanente,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065308,2026-03-18,Cubre boc hipoal 5,2.0,856.64,1713.28,Comprobante_Electronico_3101354271_00400055010000065308.PDF,1663,Cubre Boc Hipoal 5,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065308,2026-03-18,Felpa antigot 9x3/,1.0,2155.75,2155.75,Comprobante_Electronico_3101354271_00400055010000065308.PDF,1664,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065308,2026-03-18,Pasta gypsum 5gal,1.0,14477.88,14477.88,Comprobante_Electronico_3101354271_00400055010000065308.PDF,1665,Pasta / masilla gypsum,Gypsum y liviano,Material permanente,Envase 5 gal,Cielos y divisiones,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000032987,2026-03-18,"Adap cpvc m 1 2""",4.0,230.97,923.88,Comprobante_Electronico_3101354271_00500042010000032987.PDF,1666,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,500042010000032987,2026-03-18,Lija agua #150 9x1,5.0,179.65,898.25,Comprobante_Electronico_3101354271_00500042010000032987.PDF,1667,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,500042010000032987,2026-03-18,Lija agua #120 9x1,8.0,195.58,1564.64,Comprobante_Electronico_3101354271_00500042010000032987.PDF,1668,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,500042010000032987,2026-03-18,Sellador 522 blnco,1.0,54424.78,54424.78,Comprobante_Electronico_3101354271_00500042010000032987.PDF,1669,Sellador concreto,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000032987,2026-03-18,Acri latex mat bl5,1.0,57853.98,57853.98,Comprobante_Electronico_3101354271_00500042010000032987.PDF,1670,Pintura / recubrimiento,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400090010000017451,2026-03-20,PORCELANATO 120X60 CEMENTO MATE GRIS 3CJ,50.0,5030.97,251548.5,Comprobante_Electronico_3101354271_00400090010000017451.PDF,1671,Porcelanato / piso,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065616,2026-03-23,Cuartilla rio pri,3.0,13884.07,41652.21,Comprobante_Electronico_3101354271_00400055010000065616.PDF,1672,Piedra / agregado,Agregados,Material permanente,m³,Cimentación|Estructura|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000065615,2026-03-23,Arena corriente ta,3.0,14270.8,42812.399999999994,Comprobante_Electronico_3101354271_00400055010000065615.PDF,1673,Arena,Agregados,Material permanente,m³,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000065614,2026-03-23,Cuartilla rio pri,3.0,13884.07,41652.21,Comprobante_Electronico_3101354271_00400055010000065614.PDF,1674,Piedra / agregado,Agregados,Material permanente,m³,Cimentación|Estructura|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Deformada #4 g40 6,60.0,2282.3,136938.0,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1675,Varilla #4,Acero refuerzo,Material permanente,Pieza #4 x 6 m,Cimentación|Estructura,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Deformada #3 g40 6,200.0,1270.8,254160.0,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1676,Varilla #3,Acero refuerzo,Material permanente,Pieza #3 x 6 m,Cimentación|Estructura|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Negro 1.68mm #16,100.0,510.62,51062.0,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1677,Alambre negro recocido #16,Acero refuerzo,Consumible de obra,Unidad,Cimentación|Estructura,1,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Sellador 522 blnco,1.0,54424.78,54424.78,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1678,Sellador concreto,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Crayon amarilo c f,10.0,357.52,3575.2,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1679,Consumible / herramienta de obra,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Media,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,"Tubo sch40 1/2"" 6m",5.0,2475.22,12376.099999999999,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1680,PVC presión SCH40 1/2 in x 6 m,Plomería potable,Material permanente,Pieza 6 m,Agua potable,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Zacate block plus,88.0,1459.29,128417.51999999999,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1681,Zacate block,Exteriores,Material permanente,Unidad,Exteriores,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Repello grueso,2.0,3404.42,6808.84,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1682,Mortero repello,Morteros,Material permanente,Unidad,Repello,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Clavo c c 2 1/2 23,1.0,18282.3,18282.3,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1683,Clavo,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065612,2026-03-23,Clavo acero 3.5x50,2.0,6463.72,12927.44,Comprobante_Electronico_3101354271_00400055010000065612.PDF,1684,Clavo,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000065613,2026-03-23,Arena corriente ta,3.0,14270.8,42812.399999999994,Comprobante_Electronico_3101354271_00400055010000065613.PDF,1685,Arena,Agregados,Material permanente,m³,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,300054010000055266,2026-03-27,Bondex plus 25 kg,20.0,4346.02,86920.40000000001,Comprobante_Electronico_3101354271_00300054010000055266.PDF,1686,Bondex Plus 25 kg,Adhesivos cerámicos,Material permanente,Saco/bolsa 25 kg,Pisos y enchapes,2,Alta,No,25.0,173.8408
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,Bases niveladoras,6.0,1138.05,6828.299999999999,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1687,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,Alcalina aa 4 und,1.0,2266.37,2266.37,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1688,Alcalina Aa 4 Und,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,Sisa piso 2mm. 100,8.0,108.85,870.8,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1689,Porcelanato / piso,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,"Metal 9"" dw",6.0,1946.9,11681.400000000001,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1690,Metal / perfil (genérico),Estructura metálica,Material permanente,Unidad,Estructura|Cubierta,2,Media,No,,
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,"Tub emt 1-1/4"" 1.2",1.0,4369.91,4369.91,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1691,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,Bondex plus 25 kg,20.0,4346.02,86920.40000000001,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1692,Bondex Plus 25 kg,Adhesivos cerámicos,Material permanente,Saco/bolsa 25 kg,Pisos y enchapes,2,Alta,No,25.0,173.8408
FERRETERIA EPA S.A.,400055010000065859,2026-03-27,Cemento holcim 50,40.0,5619.47,224778.80000000002,Comprobante_Electronico_3101354271_00400055010000065859.PDF,1693,Cemento gris 50 kg,Cemento y concretos,Material permanente,Saco 50 kg,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,Sí,50.0,112.3894
FERRETERIA EPA S.A.,400055010000065934,2026-03-30,Fino grafito 2kg,8.0,1426.55,11412.4,Comprobante_Electronico_3101354271_00400055010000065934.PDF,1694,Fragüa / grout fino,Pisos y enchapes,Material permanente,Saco/bolsa 2 kg,Pisos y enchapes,2,Alta,No,2.0,713.275
FERRETERIA EPA S.A.,400055010000065934,2026-03-30,Hi c uva 250ml,1.0,438.05,438.05,Comprobante_Electronico_3101354271_00400055010000065934.PDF,1695,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000065934,2026-03-30,Hi c te limon 330m,1.0,530.97,530.97,Comprobante_Electronico_3101354271_00400055010000065934.PDF,1696,Hi C Te Limon 330M,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000066035,2026-03-31,Bondex plus 25 kg,20.0,4346.02,86920.40000000001,Comprobante_Electronico_3101354271_00400055010000066035.PDF,1697,Bondex Plus 25 kg,Adhesivos cerámicos,Material permanente,Saco/bolsa 25 kg,Pisos y enchapes,2,Alta,No,25.0,173.8408
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Goltex trnsp mate,1.0,15000.0,15000.0,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1698,Pintura Goltex,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Goltex blanc mate,3.0,15000.0,45000.0,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1699,Pintura Goltex,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Envase 1 4g,1.0,1309.73,1309.73,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1700,Envase 1 4G,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Felpa antigot 9x3/,2.0,1490.27,2980.54,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1701,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Laro max satin 1/4,1.0,6150.44,6150.44,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1702,Recubrimiento / pintura (genérico),Pintura,Material permanente,Unidad,Pintura,3,Media,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,"Brocha 1-1/2"" basi",1.0,888.5,888.5,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1703,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000066066,2026-03-31,Masking 18mmx55m,2.0,906.19,1812.38,Comprobante_Electronico_3101354271_00400055010000066066.PDF,1704,Cinta masking,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400090010000018139,2026-04-01,BLOCK PC CLASE A 15X20X40 CM,300.0,456.41,136923.0,Comprobante_Electronico_3101354271_00400090010000018139.PDF,1705,Block concreto 15x20x40,Mampostería,Material permanente,Unidad 15x20x40 cm,Mampostería,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000066092,2026-04-01,Groutex fino bco2k,3.0,1426.55,4279.65,Comprobante_Electronico_3101354271_00400055010000066092.PDF,1706,Fragüa / grout fino,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000066092,2026-04-01,Rej caud al ci 106,2.0,5335.4,10670.8,Comprobante_Electronico_3101354271_00400055010000066092.PDF,1707,Rejilla pluvial alto caudal,Plomería pluvial,Material permanente,Unidad,Cubierta|Pluvial,4,Alta,No,,
FERRETERIA EPA S.A.,800052010000008813,2026-04-02,Pegamix multiuso 5,1.0,1619.47,1619.47,Comprobante_Electronico_3101354271_00800052010000008813.PDF,1708,Adhesivo / sellador (genérico),Adhesivos y selladores,Consumible de obra,Unidad,Acabados,4,Media,No,,
FERRETERIA EPA S.A.,800052010000008813,2026-04-02,Masilla mad cao 1/,1.0,1490.27,1490.27,Comprobante_Electronico_3101354271_00800052010000008813.PDF,1709,Adhesivo / sellador (genérico),Adhesivos y selladores,Consumible de obra,Unidad,Acabados,4,Media,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,Repell fino bco 40,1.0,4935.4,4935.4,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1710,Repello fino 40 kg,Morteros,Material permanente,Unidad,Repello,2,Alta,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,Disco velcro #150,2.0,661.95,1323.9,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1711,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,Tornillo torlack p,2.0,162.83,325.66,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1712,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,Clavo rodapie 1 1/,1.0,661.06,661.06,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1713,Rodapié,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,"Torlack pf 8x1/2""",2.0,179.65,359.3,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1714,"Torlack Pf 8X1/2""",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,800052010000008806,2026-04-02,Laro ma wen osc 1/,1.0,6030.97,6030.97,Comprobante_Electronico_3101354271_00800052010000008806.PDF,1715,Laro Ma Wen Osc 1/,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400090010000018234,2026-04-05,BLOCK PC CLASE A 15X20X40 CM,200.0,456.41,91282.0,Comprobante_Electronico_3101354271_00400090010000018234.PDF,1716,Block concreto 15x20x40,Mampostería,Material permanente,Unidad 15x20x40 cm,Mampostería,1,Alta,Sí,,
FERRETERIA EPA S.A.,400090010000018235,2026-04-05,BLOCK PC CLASE A 15X20X40 CM,300.0,456.41,136923.0,Comprobante_Electronico_3101354271_00400090010000018235.PDF,1717,Block concreto 15x20x40,Mampostería,Material permanente,Unidad 15x20x40 cm,Mampostería,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000066331,2026-04-06,Arena corriente ta,3.0,14270.8,42812.399999999994,Comprobante_Electronico_3101354271_00400055010000066331.PDF,1718,Arena,Agregados,Material permanente,m³,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000066330,2026-04-06,Deformada #3 g40 6,100.0,1270.8,127080.0,Comprobante_Electronico_3101354271_00400055010000066330.PDF,1719,Varilla #3,Acero refuerzo,Material permanente,Pieza #3 x 6 m,Cimentación|Estructura|Contrapiso,1,Alta,Sí,,
FERRETERIA EPA S.A.,400055010000066434,2026-04-07,Cemento holcim 50,15.0,5619.47,84292.05,Comprobante_Electronico_3101354271_00400055010000066434.PDF,1720,Cemento gris 50 kg,Cemento y concretos,Material permanente,Saco 50 kg,Cimentación|Estructura|Mampostería|Contrapiso,1,Alta,Sí,50.0,112.3894
FERRETERIA EPA S.A.,400055010000066480,2026-04-08,Empaque de cera co,1.0,1201.77,1201.77,Comprobante_Electronico_3101354271_00400055010000066480.PDF,1721,Empaque De Cera Co,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400090010000018431,2026-04-08,TUBO CONDUIT PVC TIPO A 12X3 M UL,10.0,839.92,8399.199999999999,Comprobante_Electronico_3101354271_00400090010000018431.PDF,1722,Conduit / accesorio,Electricidad,Material permanente,Pieza 3 m,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400090010000018431,2026-04-08,CURVA CONDUIT PVC 90 TIPO A 12 UL,10.0,393.01,3930.1,Comprobante_Electronico_3101354271_00400090010000018431.PDF,1723,Conduit 2 in,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400090010000018431,2026-04-08,TUBO CONDUIT PVC TIPO A 1 12X3 M UL,1.0,4232.71,4232.71,Comprobante_Electronico_3101354271_00400090010000018431.PDF,1724,Conduit / accesorio,Electricidad,Material permanente,Pieza 3 m,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400090010000018431,2026-04-08,CURVA CONDUIT PVC 90 TIPO A 1 12 UL,2.0,1618.44,3236.88,Comprobante_Electronico_3101354271_00400090010000018431.PDF,1725,Conduit 2 in,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
